design,sheet_id,sheet_number,panel_id,quantity,thickness_mm,rotation_deg,x_mm,y_mm,bbox_width_mm,bbox_height_mm,area_mm2,hole_count,bevel_notes,notes,cut_note
Trimaran,Trimaran_sheet1,1,TRI-MAIN-DECK-02,1,20,0,261.522205,45,170,300,51000,0,edge 0: Removable deck support edge; keep CUT outline nominal,,CUT nominal; CAM outside offset +0.10 mm; do not cut both; holes require inner CAM compensation if needed
Trimaran,Trimaran_sheet1,1,TRI-MAIN-DECK-03,1,20,0,435.522205,45,170,300,51000,0,edge 0: Removable deck support edge; keep CUT outline nominal,,CUT nominal; CAM outside offset +0.10 mm; do not cut both; holes require inner CAM compensation if needed
Trimaran,Trimaran_sheet1,1,TRI-MAIN-DECK-04,1,20,0,609.522205,45,170,300,51000,0,edge 0: Removable deck support edge; keep CUT outline nominal,,CUT nominal; CAM outside offset +0.10 mm; do not cut both; holes require inner CAM compensation if needed
Trimaran,Trimaran_sheet1,1,TRI-MAIN-TRANSOM-01,1,20,90,783.522205,45,140,300,41189.4537,0,edge 1: Transom-to-bottom and side butt joint; post-laser bevel,,CUT nominal; CAM outside offset +0.10 mm; do not cut both; holes require inner CAM compensation if needed
Trimaran,Trimaran_sheet1,1,TRI-MAIN-BOTTOM-05,1,20,0,20,334.159182,203.352804,180.600815,22855.5555,0,edge 0: Longitudinal chine mating edges; bevel-machine to 15 deg after laser cut | edge 2: Longitudinal chine mating edges; bevel-machine to 15 deg after laser cut,,CUT nominal; CAM outside offset +0.10 mm; do not cut both; holes require inner CAM compensation if needed
Trimaran,Trimaran_sheet1,1,TRI-MAIN-BULKHEAD-01,1,20,0,227.352804,349,300,120,35189.4537,0,edge 0: Section bulkhead mating perimeter; bevel as required for shell angle,,CUT nominal; CAM outside offset +0.10 mm; do not cut both; holes require inner CAM compensation if needed
Trimaran,Trimaran_sheet1,1,TRI-MAIN-BULKHEAD-02,1,20,0,531.352804,349,300,120,35189.4537,0,edge 0: Section bulkhead mating perimeter; bevel as required for shell angle,,CUT nominal; CAM outside offset +0.10 mm; do not cut both; holes require inner CAM compensation if needed
Trimaran,Trimaran_sheet1,1,TRI-MAIN-SIDE-STARBOARD-06,1,20,0,835.352804,349,140,194.473014,25793.2275,0,edge 0: Bottom chine mating edge; bevel-machine after nominal cut,,CUT nominal; CAM outside offset +0.10 mm; do not cut both; holes require inner CAM compensation if needed
Trimaran,Trimaran_sheet1,1,TRI-MAIN-DECK-01,1,20,0,927.522205,45,50,300,15000,0,edge 0: Removable deck support edge; keep CUT outline nominal,,CUT nominal; CAM outside offset +0.10 mm; do not cut both; holes require inner CAM compensation if needed
Trimaran,Trimaran_sheet1,1,TRI-MAIN-BOTTOM-06,1,20,0,227.352804,473,174.516086,76.847421,6705.55557,0,edge 0: Longitudinal chine mating edges; bevel-machine to 15 deg after laser cut | edge 2: Longitudinal chine mating edges; bevel-machine to 15 deg after laser cut,,CUT nominal; CAM outside offset +0.10 mm; do not cut both; holes require inner CAM compensation if needed
Trimaran,Trimaran_sheet1,1,TRI-MAIN-CHINE-PORT-05,1,20,0,405.86889,473,195.932177,54.316648,9714.39543,0,edge 0: Mates flat bottom and vertical side; post-laser bevel to 15 deg | edge 2: Mates flat bottom and vertical side; post-laser bevel to 15 deg,,CUT nominal; CAM outside offset +0.10 mm; do not cut both; holes require inner CAM compensation if needed
Trimaran,Trimaran_sheet1,1,TRI-MAIN-CHINE-PORT-06,1,20,0,605.801067,473,186.947286,55.566631,4848.63548,0,edge 0: Mates flat bottom and vertical side; post-laser bevel to 15 deg | edge 2: Mates flat bottom and vertical side; post-laser bevel to 15 deg,,CUT nominal; CAM outside offset +0.10 mm; do not cut both; holes require inner CAM compensation if needed
Trimaran,Trimaran_sheet1,1,TRI-AMA-PORT-CHINE-PORT-02,1,20,0,20,518.759997,170,25.881905,4399.92385,0,edge 0: Mates flat bottom and vertical side; post-laser bevel to 15 deg | edge 2: Mates flat bottom and vertical side; post-laser bevel to 15 deg,,CUT nominal; CAM outside offset +0.10 mm; do not cut both; holes require inner CAM compensation if needed
Trimaran,Trimaran_sheet1,1,TRI-AMA-PORT-CHINE-PORT-01,1,20,90,796.748353,473,25.881905,50,1294.09525,0,edge 0: Mates flat bottom and vertical side; post-laser bevel to 15 deg | edge 2: Mates flat bottom and vertical side; post-laser bevel to 15 deg,,CUT nominal; CAM outside offset +0.10 mm; do not cut both; holes require inner CAM compensation if needed
Trimaran,Trimaran_sheet1,1,TRIMARAN-CONNECTOR-PORT-01,1,20,0,194,518.759997,20,25,500,0,"edge 0: Deck connector end; post-laser fit/bevel, no shell overlap",,CUT nominal; CAM outside offset +0.10 mm; do not cut both; holes require inner CAM compensation if needed
Trimaran,Trimaran_sheet1,1,TRIMARAN-CONNECTOR-PORT-02,1,20,90,796.748353,527,25,20,500,0,"edge 0: Deck connector end; post-laser fit/bevel, no shell overlap",,CUT nominal; CAM outside offset +0.10 mm; do not cut both; holes require inner CAM compensation if needed
Trimaran,Trimaran_sheet2,2,TRI-MAIN-BULKHEAD-03,1,20,0,20,45,300,120,35189.4537,0,edge 0: Section bulkhead mating perimeter; bevel as required for shell angle,,CUT nominal; CAM outside offset +0.10 mm; do not cut both; holes require inner CAM compensation if needed
Trimaran,Trimaran_sheet2,2,TRI-MAIN-BULKHEAD-04,1,20,0,324,45,300,120,35189.4537,0,edge 0: Section bulkhead mating perimeter; bevel as required for shell angle,,CUT nominal; CAM outside offset +0.10 mm; do not cut both; holes require inner CAM compensation if needed
Trimaran,Trimaran_sheet2,2,TRI-MAIN-BOTTOM-02,1,20,0,628,45,170,190,32300,0,edge 0: Longitudinal chine mating edges; bevel-machine to 15 deg after laser cut | edge 2: Longitudinal chine mating edges; bevel-machine to 15 deg after laser cut,,CUT nominal; CAM outside offset +0.10 mm; do not cut both; holes require inner CAM compensation if needed
Trimaran,Trimaran_sheet2,2,TRI-MAIN-BOTTOM-03,1,20,0,802,45,170,190,32300,0,edge 0: Longitudinal chine mating edges; bevel-machine to 15 deg after laser cut | edge 2: Longitudinal chine mating edges; bevel-machine to 15 deg after laser cut,,CUT nominal; CAM outside offset +0.10 mm; do not cut both; holes require inner CAM compensation if needed
Trimaran,Trimaran_sheet2,2,TRI-MAIN-BOTTOM-04,1,20,0,20,169,170,190,32300,0,edge 0: Longitudinal chine mating edges; bevel-machine to 15 deg after laser cut | edge 2: Longitudinal chine mating edges; bevel-machine to 15 deg after laser cut,,CUT nominal; CAM outside offset +0.10 mm; do not cut both; holes require inner CAM compensation if needed
Trimaran,Trimaran_sheet2,2,TRI-MAIN-DECK-06,1,20,0,194,169,194.473014,165.118597,16055.5556,0,edge 0: Removable deck support edge; keep CUT outline nominal,,CUT nominal; CAM outside offset +0.10 mm; do not cut both; holes require inner CAM compensation if needed
Trimaran,Trimaran_sheet2,2,TRI-MAIN-SIDE-PORT-06,1,20,0,392.473014,169,204.49591,139.599738,25793.2275,0,edge 0: Bottom chine mating edge; bevel-machine after nominal cut,,CUT nominal; CAM outside offset +0.10 mm; do not cut both; holes require inner CAM compensation if needed
Trimaran,Trimaran_sheet2,2,TRI-MAIN-BULKHEAD-05,1,20,0,600.968924,239,188.888889,120,21856.1204,0,edge 0: Section bulkhead mating perimeter; bevel as required for shell angle,,CUT nominal; CAM outside offset +0.10 mm; do not cut both; holes require inner CAM compensation if needed
Trimaran,Trimaran_sheet2,2,TRI-MAIN-SIDE-PORT-05,1,20,0,793.857813,239,178.847476,125.262794,22402.9345,0,edge 0: Bottom chine mating edge; bevel-machine after nominal cut,,CUT nominal; CAM outside offset +0.10 mm; do not cut both; holes require inner CAM compensation if needed
Trimaran,Trimaran_sheet2,2,TRI-MAIN-SIDE-STARBOARD-05,1,20,0,392.473014,312.599738,125.262794,178.847476,22402.9345,0,edge 0: Bottom chine mating edge; bevel-machine after nominal cut,,CUT nominal; CAM outside offset +0.10 mm; do not cut both; holes require inner CAM compensation if needed
Trimaran,Trimaran_sheet2,2,TRI-MAIN-SIDE-PORT-02,1,20,0,194,338.118597,170,125.262794,21294.675,0,edge 0: Bottom chine mating edge; bevel-machine after nominal cut,,CUT nominal; CAM outside offset +0.10 mm; do not cut both; holes require inner CAM compensation if needed
Trimaran,Trimaran_sheet2,2,TRI-MAIN-SIDE-PORT-03,1,20,0,20,363,170,125.262794,21294.675,0,edge 0: Bottom chine mating edge; bevel-machine after nominal cut,,CUT nominal; CAM outside offset +0.10 mm; do not cut both; holes require inner CAM compensation if needed
Trimaran,Trimaran_sheet2,2,TRI-MAIN-SIDE-PORT-04,1,20,0,521.735808,363,170,125.262794,21294.675,0,edge 0: Bottom chine mating edge; bevel-machine after nominal cut,,CUT nominal; CAM outside offset +0.10 mm; do not cut both; holes require inner CAM compensation if needed
Trimaran,Trimaran_sheet2,2,TRI-MAIN-SIDE-STARBOARD-02,1,20,0,695.735808,368.262794,125.262794,170,21294.675,0,edge 0: Bottom chine mating edge; bevel-machine after nominal cut,,CUT nominal; CAM outside offset +0.10 mm; do not cut both; holes require inner CAM compensation if needed
Trimaran,Trimaran_sheet2,2,TRI-MAIN-SIDE-STARBOARD-03,1,20,0,824.998602,368.262794,125.262794,170,21294.675,0,edge 0: Bottom chine mating edge; bevel-machine after nominal cut,,CUT nominal; CAM outside offset +0.10 mm; do not cut both; holes require inner CAM compensation if needed
Trimaran,Trimaran_sheet2,2,TRI-MAIN-CHINE-PORT-02,1,20,0,194,467.381391,170,56.94019,9679.8323,0,edge 0: Mates flat bottom and vertical side; post-laser bevel to 15 deg | edge 2: Mates flat bottom and vertical side; post-laser bevel to 15 deg,,CUT nominal; CAM outside offset +0.10 mm; do not cut both; holes require inner CAM compensation if needed
Trimaran,Trimaran_sheet2,2,TRI-MAIN-CHINE-PORT-03,1,20,0,20,492.262794,170,56.94019,9679.8323,0,edge 0: Mates flat bottom and vertical side; post-laser bevel to 15 deg | edge 2: Mates flat bottom and vertical side; post-laser bevel to 15 deg,,CUT nominal; CAM outside offset +0.10 mm; do not cut both; holes require inner CAM compensation if needed
Trimaran,Trimaran_sheet2,2,TRI-MAIN-CHINE-PORT-04,1,20,0,521.735808,492.262794,170,56.94019,9679.8323,0,edge 0: Mates flat bottom and vertical side; post-laser bevel to 15 deg | edge 2: Mates flat bottom and vertical side; post-laser bevel to 15 deg,,CUT nominal; CAM outside offset +0.10 mm; do not cut both; holes require inner CAM compensation if needed
Trimaran,Trimaran_sheet2,2,TRI-MAIN-SIDE-PORT-01,1,20,90,368,495.447214,125.262794,50,6263.1397,0,edge 0: Bottom chine mating edge; bevel-machine after nominal cut,,CUT nominal; CAM outside offset +0.10 mm; do not cut both; holes require inner CAM compensation if needed
Trimaran,Trimaran_sheet2,2,TRI-AMA-PORT-CHINE-PORT-04,1,20,0,954.261396,368.262794,20,174.431062,3488.62124,0,edge 0: Mates flat bottom and vertical side; post-laser bevel to 15 deg | edge 2: Mates flat bottom and vertical side; post-laser bevel to 15 deg,,CUT nominal; CAM outside offset +0.10 mm; do not cut both; holes require inner CAM compensation if needed
Trimaran,Trimaran_sheet2,2,TRI-AMA-PORT-CHINE-STARBOARD-01,1,20,90,521.735808,312.599738,50,25.881905,1294.09525,0,edge 0: Mates flat bottom and vertical side; post-laser bevel to 15 deg | edge 2: Mates flat bottom and vertical side; post-laser bevel to 15 deg,,CUT nominal; CAM outside offset +0.10 mm; do not cut both; holes require inner CAM compensation if needed
Trimaran,Trimaran_sheet2,2,TRI-AMA-PORT-DECK-05,1,20,0,600.968924,169,20,41.514537,830.29074,0,edge 0: Removable deck support edge; keep CUT outline nominal,,CUT nominal; CAM outside offset +0.10 mm; do not cut both; holes require inner CAM compensation if needed
Trimaran,Trimaran_sheet2,2,TRI-AMA-STARBOARD-DECK-05,1,20,0,575.735808,312.599738,20,41.514537,830.29074,0,edge 0: Removable deck support edge; keep CUT outline nominal,,CUT nominal; CAM outside offset +0.10 mm; do not cut both; holes require inner CAM compensation if needed
Trimaran,Trimaran_sheet2,2,TRIMARAN-CONNECTOR-PORT-03,1,20,0,368,338.118597,20,25,500,0,"edge 0: Deck connector end; post-laser fit/bevel, no shell overlap",,CUT nominal; CAM outside offset +0.10 mm; do not cut both; holes require inner CAM compensation if needed
Trimaran,Trimaran_sheet2,2,TRIMARAN-CONNECTOR-PORT-04,1,20,0,368,367.118597,20,25,500,0,"edge 0: Deck connector end; post-laser fit/bevel, no shell overlap",,CUT nominal; CAM outside offset +0.10 mm; do not cut both; holes require inner CAM compensation if needed
Trimaran,Trimaran_sheet2,2,TRIMARAN-CONNECTOR-STARBOARD-01,1,20,0,368,396.118597,20,25,500,0,"edge 0: Deck connector end; post-laser fit/bevel, no shell overlap",,CUT nominal; CAM outside offset +0.10 mm; do not cut both; holes require inner CAM compensation if needed
Trimaran,Trimaran_sheet2,2,TRIMARAN-CONNECTOR-STARBOARD-02,1,20,0,368,425.118597,20,25,500,0,"edge 0: Deck connector end; post-laser fit/bevel, no shell overlap",,CUT nominal; CAM outside offset +0.10 mm; do not cut both; holes require inner CAM compensation if needed
Trimaran,Trimaran_sheet2,2,TRIMARAN-CONNECTOR-STARBOARD-03,1,20,0,368,454.118597,20,25,500,0,"edge 0: Deck connector end; post-laser fit/bevel, no shell overlap",,CUT nominal; CAM outside offset +0.10 mm; do not cut both; holes require inner CAM compensation if needed
Trimaran,Trimaran_sheet2,2,TRIMARAN-CONNECTOR-STARBOARD-04,1,20,0,497.262794,495.447214,20,25,500,0,"edge 0: Deck connector end; post-laser fit/bevel, no shell overlap",,CUT nominal; CAM outside offset +0.10 mm; do not cut both; holes require inner CAM compensation if needed
Trimaran,Trimaran_sheet3,3,TRI-MAIN-SIDE-STARBOARD-04,1,20,0,20,45,125.262794,170,21294.675,0,edge 0: Bottom chine mating edge; bevel-machine after nominal cut,,CUT nominal; CAM outside offset +0.10 mm; do not cut both; holes require inner CAM compensation if needed
Trimaran,Trimaran_sheet3,3,TRI-AMA-PORT-SIDE-PORT-04,1,20,0,149.262794,45,176.635012,106.998426,18339.349,0,edge 0: Bottom chine mating edge; bevel-machine after nominal cut,,CUT nominal; CAM outside offset +0.10 mm; do not cut both; holes require inner CAM compensation if needed
Trimaran,Trimaran_sheet3,3,TRI-AMA-STARBOARD-SIDE-PORT-04,1,20,0,329.897806,45,176.635012,106.998426,18339.349,0,edge 0: Bottom chine mating edge; bevel-machine after nominal cut,,CUT nominal; CAM outside offset +0.10 mm; do not cut both; holes require inner CAM compensation if needed
Trimaran,Trimaran_sheet3,3,TRI-MAIN-CHINE-STARBOARD-05,1,20,0,510.532818,45,110.602736,170.607007,9714.39539,0,edge 0: Mates flat bottom and vertical side; post-laser bevel to 15 deg | edge 2: Mates flat bottom and vertical side; post-laser bevel to 15 deg,,CUT nominal; CAM outside offset +0.10 mm; do not cut both; holes require inner CAM compensation if needed
Trimaran,Trimaran_sheet3,3,TRI-AMA-PORT-SIDE-STARBOARD-04,1,20,0,625.135554,45,107.022787,174.391358,18339.349,0,edge 0: Bottom chine mating edge; bevel-machine after nominal cut,,CUT nominal; CAM outside offset +0.10 mm; do not cut both; holes require inner CAM compensation if needed
Trimaran,Trimaran_sheet3,3,TRI-AMA-STARBOARD-SIDE-STARBOARD-04,1,20,0,736.158341,45,107.022787,174.391358,18339.349,0,edge 0: Bottom chine mating edge; bevel-machine after nominal cut,,CUT nominal; CAM outside offset +0.10 mm; do not cut both; holes require inner CAM compensation if needed
Trimaran,Trimaran_sheet3,3,TRI-AMA-PORT-SIDE-PORT-02,1,20,90,847.181128,45,103.30127,170,17561.2159,0,edge 0: Bottom chine mating edge; bevel-machine after nominal cut,,CUT nominal; CAM outside offset +0.10 mm; do not cut both; holes require inner CAM compensation if needed
Trimaran,Trimaran_sheet3,3,TRI-AMA-PORT-SIDE-PORT-03,1,20,0,149.262794,155.998426,170,103.30127,17561.2159,0,edge 0: Bottom chine mating edge; bevel-machine after nominal cut,,CUT nominal; CAM outside offset +0.10 mm; do not cut both; holes require inner CAM compensation if needed
Trimaran,Trimaran_sheet3,3,TRI-AMA-PORT-SIDE-STARBOARD-02,1,20,0,323.262794,155.998426,103.30127,170,17561.2159,0,edge 0: Bottom chine mating edge; bevel-machine after nominal cut,,CUT nominal; CAM outside offset +0.10 mm; do not cut both; holes require inner CAM compensation if needed
Trimaran,Trimaran_sheet3,3,TRI-AMA-PORT-SIDE-STARBOARD-03,1,20,0,20,219,103.30127,170,17561.2159,0,edge 0: Bottom chine mating edge; bevel-machine after nominal cut,,CUT nominal; CAM outside offset +0.10 mm; do not cut both; holes require inner CAM compensation if needed
Trimaran,Trimaran_sheet3,3,TRI-AMA-STARBOARD-SIDE-PORT-02,1,20,90,847.181128,219,103.30127,170,17561.2159,0,edge 0: Bottom chine mating edge; bevel-machine after nominal cut,,CUT nominal; CAM outside offset +0.10 mm; do not cut both; holes require inner CAM compensation if needed
Trimaran,Trimaran_sheet3,3,TRI-AMA-STARBOARD-SIDE-PORT-03,1,20,0,430.564064,219.607007,170,103.30127,17561.2159,0,edge 0: Bottom chine mating edge; bevel-machine after nominal cut,,CUT nominal; CAM outside offset +0.10 mm; do not cut both; holes require inner CAM compensation if needed
Trimaran,Trimaran_sheet3,3,TRI-AMA-STARBOARD-SIDE-STARBOARD-02,1,20,0,604.564064,223.391358,103.30127,170,17561.2159,0,edge 0: Bottom chine mating edge; bevel-machine after nominal cut,,CUT nominal; CAM outside offset +0.10 mm; do not cut both; holes require inner CAM compensation if needed
Trimaran,Trimaran_sheet3,3,TRI-AMA-STARBOARD-SIDE-STARBOARD-03,1,20,0,711.865334,223.391358,103.30127,170,17561.2159,0,edge 0: Bottom chine mating edge; bevel-machine after nominal cut,,CUT nominal; CAM outside offset +0.10 mm; do not cut both; holes require inner CAM compensation if needed
Trimaran,Trimaran_sheet3,3,TRI-AMA-PORT-DECK-04,1,20,0,127.30127,263.299696,179.346864,97.481895,10388.8889,0,edge 0: Removable deck support edge; keep CUT outline nominal,,CUT nominal; CAM outside offset +0.10 mm; do not cut both; holes require inner CAM compensation if needed
Trimaran,Trimaran_sheet3,3,TRI-AMA-STARBOARD-DECK-04,1,20,90,430.564064,326.908277,97.481895,179.346864,10388.8889,0,edge 0: Removable deck support edge; keep CUT outline nominal,,CUT nominal; CAM outside offset +0.10 mm; do not cut both; holes require inner CAM compensation if needed
Trimaran,Trimaran_sheet3,3,TRI-AMA-PORT-DECK-02,1,20,90,310.648134,329.998426,100,170,17000,0,edge 0: Removable deck support edge; keep CUT outline nominal,,CUT nominal; CAM outside offset +0.10 mm; do not cut both; holes require inner CAM compensation if needed
Trimaran,Trimaran_sheet3,3,TRI-AMA-PORT-DECK-03,1,20,0,127.30127,364.781591,170,100,17000,0,edge 0: Removable deck support edge; keep CUT outline nominal,,CUT nominal; CAM outside offset +0.10 mm; do not cut both; holes require inner CAM compensation if needed
Trimaran,Trimaran_sheet3,3,TRI-AMA-STARBOARD-DECK-02,1,20,0,532.045959,397.391358,170,100,17000,0,edge 0: Removable deck support edge; keep CUT outline nominal,,CUT nominal; CAM outside offset +0.10 mm; do not cut both; holes require inner CAM compensation if needed
Trimaran,Trimaran_sheet3,3,TRI-AMA-STARBOARD-DECK-03,1,20,0,706.045959,397.391358,170,100,17000,0,edge 0: Removable deck support edge; keep CUT outline nominal,,CUT nominal; CAM outside offset +0.10 mm; do not cut both; holes require inner CAM compensation if needed
Trimaran,Trimaran_sheet3,3,TRI-AMA-PORT-TRANSOM-01,1,20,0,20,393,100,110,10832.5318,0,edge 1: Transom-to-bottom and side butt joint; post-laser bevel,,CUT nominal; CAM outside offset +0.10 mm; do not cut both; holes require inner CAM compensation if needed
Trimaran,Trimaran_sheet3,3,TRI-MAIN-CHINE-STARBOARD-02,1,20,90,124,468.781591,170,56.94019,9679.8323,0,edge 0: Mates flat bottom and vertical side; post-laser bevel to 15 deg | edge 2: Mates flat bottom and vertical side; post-laser bevel to 15 deg,,CUT nominal; CAM outside offset +0.10 mm; do not cut both; holes require inner CAM compensation if needed
Trimaran,Trimaran_sheet3,3,TRI-AMA-PORT-BULKHEAD-01,1,20,90,880.045959,393,90,100,8832.53175,0,edge 0: Section bulkhead mating perimeter; bevel as required for shell angle,,CUT nominal; CAM outside offset +0.10 mm; do not cut both; holes require inner CAM compensation if needed
Trimaran,Trimaran_sheet3,3,TRI-AMA-PORT-CHINE-PORT-03,1,20,0,532.045959,501.391358,170,25.881905,4399.92385,0,edge 0: Mates flat bottom and vertical side; post-laser bevel to 15 deg | edge 2: Mates flat bottom and vertical side; post-laser bevel to 15 deg,,CUT nominal; CAM outside offset +0.10 mm; do not cut both; holes require inner CAM compensation if needed
Trimaran,Trimaran_sheet3,3,TRI-AMA-PORT-CHINE-STARBOARD-02,1,20,90,706.045959,501.391358,170,25.881905,4399.92385,0,edge 0: Mates flat bottom and vertical side; post-laser bevel to 15 deg | edge 2: Mates flat bottom and vertical side; post-laser bevel to 15 deg,,CUT nominal; CAM outside offset +0.10 mm; do not cut both; holes require inner CAM compensation if needed
Trimaran,Trimaran_sheet3,3,TRI-AMA-PORT-CHINE-STARBOARD-03,1,20,90,298,510.255141,170,25.881905,4399.92385,0,edge 0: Mates flat bottom and vertical side; post-laser bevel to 15 deg | edge 2: Mates flat bottom and vertical side; post-laser bevel to 15 deg,,CUT nominal; CAM outside offset +0.10 mm; do not cut both; holes require inner CAM compensation if needed
Trimaran,Trimaran_sheet3,3,TRI-AMA-PORT-BULKHEAD-04,1,20,90,880.045959,497,89.809092,43.988173,1966.91983,0,edge 0: Section bulkhead mating perimeter; bevel as required for shell angle,,CUT nominal; CAM outside offset +0.10 mm; do not cut both; holes require inner CAM compensation if needed
Trimaran,Trimaran_sheet3,3,TRI-AMA-PORT-CHINE-STARBOARD-04,1,20,0,954.482398,45,20,174.431062,3488.62124,0,edge 0: Mates flat bottom and vertical side; post-laser bevel to 15 deg | edge 2: Mates flat bottom and vertical side; post-laser bevel to 15 deg,,CUT nominal; CAM outside offset +0.10 mm; do not cut both; holes require inner CAM compensation if needed
Trimaran,Trimaran_sheet3,3,TRI-AMA-STARBOARD-CHINE-PORT-04,1,20,90,20,529.721781,174.431062,20,3488.62124,0,edge 0: Mates flat bottom and vertical side; post-laser bevel to 15 deg | edge 2: Mates flat bottom and vertical side; post-laser bevel to 15 deg,,CUT nominal; CAM outside offset +0.10 mm; do not cut both; holes require inner CAM compensation if needed
Trimaran,Trimaran_sheet3,3,TRI-MAIN-CHINE-PORT-01,1,20,0,430.564064,155.998426,50,56.94019,2847.0095,0,edge 0: Mates flat bottom and vertical side; post-laser bevel to 15 deg | edge 2: Mates flat bottom and vertical side; post-laser bevel to 15 deg,,CUT nominal; CAM outside offset +0.10 mm; do not cut both; holes require inner CAM compensation if needed
Trimaran,Trimaran_sheet3,3,TRI-MAIN-CHINE-STARBOARD-01,1,20,0,532.045959,326.908277,56.94019,50,2847.0095,0,edge 0: Mates flat bottom and vertical side; post-laser bevel to 15 deg | edge 2: Mates flat bottom and vertical side; post-laser bevel to 15 deg,,CUT nominal; CAM outside offset +0.10 mm; do not cut both; holes require inner CAM compensation if needed
Trimaran,Trimaran_sheet3,3,TRI-AMA-STARBOARD-CHINE-PORT-01,1,20,0,472,510.255141,50,25.881905,1294.09525,0,edge 0: Mates flat bottom and vertical side; post-laser bevel to 15 deg | edge 2: Mates flat bottom and vertical side; post-laser bevel to 15 deg,,CUT nominal; CAM outside offset +0.10 mm; do not cut both; holes require inner CAM compensation if needed
Trimaran,Trimaran_sheet4,4,TRI-MAIN-CHINE-STARBOARD-06,1,20,0,20,45,95.040598,170.306263,4848.63549,0,edge 0: Mates flat bottom and vertical side; post-laser bevel to 15 deg | edge 2: Mates flat bottom and vertical side; post-laser bevel to 15 deg,,CUT nominal; CAM outside offset +0.10 mm; do not cut both; holes require inner CAM compensation if needed
Trimaran,Trimaran_sheet4,4,TRI-AMA-STARBOARD-TRANSOM-01,1,20,0,119.040598,45,100,110,10832.5318,0,edge 1: Transom-to-bottom and side butt joint; post-laser bevel,,CUT nominal; CAM outside offset +0.10 mm; do not cut both; holes require inner CAM compensation if needed
Trimaran,Trimaran_sheet4,4,TRI-MAIN-CHINE-STARBOARD-03,1,20,0,223.040598,45,56.94019,170,9679.8323,0,edge 0: Mates flat bottom and vertical side; post-laser bevel to 15 deg | edge 2: Mates flat bottom and vertical side; post-laser bevel to 15 deg,,CUT nominal; CAM outside offset +0.10 mm; do not cut both; holes require inner CAM compensation if needed
Trimaran,Trimaran_sheet4,4,TRI-MAIN-CHINE-STARBOARD-04,1,20,0,283.980788,45,56.94019,170,9679.8323,0,edge 0: Mates flat bottom and vertical side; post-laser bevel to 15 deg | edge 2: Mates flat bottom and vertical side; post-laser bevel to 15 deg,,CUT nominal; CAM outside offset +0.10 mm; do not cut both; holes require inner CAM compensation if needed
Trimaran,Trimaran_sheet4,4,TRI-MAIN-BOTTOM-01,1,20,0,344.920978,45,50,190,9500,0,edge 0: Longitudinal chine mating edges; bevel-machine to 15 deg after laser cut | edge 2: Longitudinal chine mating edges; bevel-machine to 15 deg after laser cut,,CUT nominal; CAM outside offset +0.10 mm; do not cut both; holes require inner CAM compensation if needed
Trimaran,Trimaran_sheet4,4,TRI-AMA-PORT-BULKHEAD-02,1,20,0,398.920978,45,100,90,8832.53175,0,edge 0: Section bulkhead mating perimeter; bevel as required for shell angle,,CUT nominal; CAM outside offset +0.10 mm; do not cut both; holes require inner CAM compensation if needed
Trimaran,Trimaran_sheet4,4,TRI-AMA-PORT-BULKHEAD-03,1,20,0,502.920978,45,100,90,8832.53175,0,edge 0: Section bulkhead mating perimeter; bevel as required for shell angle,,CUT nominal; CAM outside offset +0.10 mm; do not cut both; holes require inner CAM compensation if needed
Trimaran,Trimaran_sheet4,4,TRI-AMA-STARBOARD-BULKHEAD-01,1,20,0,606.920978,45,100,90,8832.53175,0,edge 0: Section bulkhead mating perimeter; bevel as required for shell angle,,CUT nominal; CAM outside offset +0.10 mm; do not cut both; holes require inner CAM compensation if needed
Trimaran,Trimaran_sheet4,4,TRI-AMA-STARBOARD-BULKHEAD-02,1,20,0,710.920978,45,100,90,8832.53175,0,edge 0: Section bulkhead mating perimeter; bevel as required for shell angle,,CUT nominal; CAM outside offset +0.10 mm; do not cut both; holes require inner CAM compensation if needed
Trimaran,Trimaran_sheet4,4,TRI-AMA-STARBOARD-BULKHEAD-03,1,20,0,814.920978,45,100,90,8832.53175,0,edge 0: Section bulkhead mating perimeter; bevel as required for shell angle,,CUT nominal; CAM outside offset +0.10 mm; do not cut both; holes require inner CAM compensation if needed
Trimaran,Trimaran_sheet4,4,TRI-AMA-PORT-BOTTOM-04,1,20,90,918.920978,45,49.467957,171.828403,4250.00003,0,edge 0: Longitudinal chine mating edges; bevel-machine to 15 deg after laser cut | edge 2: Longitudinal chine mating edges; bevel-machine to 15 deg after laser cut,,CUT nominal; CAM outside offset +0.10 mm; do not cut both; holes require inner CAM compensation if needed
Trimaran,Trimaran_sheet4,4,TRI-AMA-STARBOARD-BOTTOM-04,1,20,0,398.920978,139,171.828403,49.467957,4250.00003,0,edge 0: Longitudinal chine mating edges; bevel-machine to 15 deg after laser cut | edge 2: Longitudinal chine mating edges; bevel-machine to 15 deg after laser cut,,CUT nominal; CAM outside offset +0.10 mm; do not cut both; holes require inner CAM compensation if needed
Trimaran,Trimaran_sheet4,4,TRI-AMA-PORT-BOTTOM-02,1,20,0,574.749381,139,170,50,8500,0,edge 0: Longitudinal chine mating edges; bevel-machine to 15 deg after laser cut | edge 2: Longitudinal chine mating edges; bevel-machine to 15 deg after laser cut,,CUT nominal; CAM outside offset +0.10 mm; do not cut both; holes require inner CAM compensation if needed
